FrameNum,timeInfo,signal-track,signal-obj,appsum-track,avgbkg-track,stdbkg-track,nmaskpx-track,maxpx-track,xcentroid-track,ycentroid-track,appsum-obj,avgbkg-obj,stdbkg-obj,nmaskpx-obj,maxpx-obj,xcentroid-obj,ycentroid-obj
1666.00,[17:48:30.5727048],6852.00,14292.00,569312.00,15201.61,293.06,-37,18016,221.00,273.00,1100144.00,29347.36,2373.70,-37,41856,187.00,128.00
1667.00,[17:48:30.6058062],6732.00,14829.00,569888.00,15220.44,276.10,-37,19648,221.00,273.00,1096192.00,29226.03,2346.92,-37,42080,187.00,128.00
1668.00,[17:48:30.6389077],8232.00,8699.00,569488.00,15169.08,317.88,-37,18560,221.00,273.00,1090464.00,29236.88,2258.46,-37,38880,187.00,128.00
1669.00,[17:48:30.6720091],5794.00,9316.00,567360.00,15177.47,317.58,-37,17568,221.00,273.00,1093616.00,29305.41,2376.84,-37,40096,187.00,128.00
1670.00,[17:48:30.7051106],7058.00,11822.00,568624.00,15177.47,345.47,-37,18720,221.00,273.00,1095744.00,29295.19,2322.88,-37,41088,187.00,128.00
1671.00,[17:48:30.7382120],8852.00,2934.00,571008.00,15193.41,321.10,-37,18208,221.00,273.00,1080512.00,29123.73,2285.51,-37,38128,187.00,128.00
1672.00,[17:48:30.7713135],6695.00,8398.00,570000.00,15224.47,357.41,-37,17840,221.00,273.00,1084192.00,29075.53,2155.65,-37,38480,187.00,128.00
1673.00,[17:48:30.8044149],9111.00,4681.00,573136.00,15243.93,298.26,-37,18064,221.00,273.00,1081952.00,29115.43,2258.23,-37,37712,187.00,128.00
1674.00,[17:48:30.8375164],6086.00,15364.00,568160.00,15191.20,327.17,-37,17760,221.00,273.00,1086176.00,28940.85,2074.89,-37,38416,187.00,128.00
1675.00,[17:48:30.8706178],9068.00,3472.00,571184.00,15192.34,342.98,-37,18784,221.00,273.00,1076768.00,29008.00,2192.44,-37,37488,187.00,128.00
1676.00,[17:48:30.9037193],8386.00,4947.00,571552.00,15220.71,318.34,-37,17968,221.00,273.00,1079168.00,29033.01,2201.56,-37,37568,187.00,128.00
1677.00,[17:48:30.9368208],6647.00,3693.00,568928.00,15196.77,351.09,-37,17792,221.00,273.00,1081824.00,29138.69,2285.50,-37,38304,187.00,128.00
1678.00,[17:48:30.9699223],8765.00,9663.00,570976.00,15194.89,332.07,-37,18688,221.00,273.00,1084640.00,29053.42,2167.76,-37,38304,187.00,128.00
1679.00,[17:48:31.0030248],5505.00,14379.00,567328.00,15184.40,313.59,-37,17072,221.00,273.00,1087184.00,28994.74,2146.62,-37,37824,187.00,128.00
1680.00,[17:48:31.0361263],8546.00,10728.00,571200.00,15206.86,315.29,-37,19552,221.00,273.00,1087792.00,29109.83,2175.54,-37,39040,187.00,128.00
1681.00,[17:48:31.0692278],9038.00,9896.00,572464.00,15227.73,359.42,-37,19920,221.00,273.00,1089216.00,29170.82,2297.57,-37,38992,187.00,128.00
1682.00,[17:48:31.1023293],12365.00,10671.00,572928.00,15150.34,306.18,-37,19696,221.00,273.00,1088272.00,29124.34,2244.48,-37,38752,187.00,128.00
1683.00,[17:48:31.1354308],9097.00,6577.00,570464.00,15172.07,287.71,-37,18496,221.00,273.00,1084704.00,29138.55,2268.17,-37,38720,187.00,128.00
1684.00,[17:48:31.1685323],4273.00,3109.00,565968.00,15180.93,337.68,-37,17760,221.00,273.00,1086064.00,29269.07,2448.39,-37,38144,187.00,128.00
1685.00,[17:48:31.2016338],9314.00,11494.00,571152.00,15184.81,342.78,-37,17824,221.00,273.00,1089024.00,29122.44,2215.83,-37,38272,187.00,128.00
1686.00,[17:48:31.2347353],8514.00,14545.00,571088.00,15204.71,334.66,-37,18560,221.00,273.00,1093328.00,29156.30,2327.49,-37,40160,187.00,128.00
1687.00,[17:48:31.2678369],7278.00,14540.00,569984.00,15208.27,308.94,-37,19888,221.00,273.00,1092448.00,29132.64,2268.42,-37,39968,187.00,128.00
1688.00,[17:48:31.3009384],7122.00,8583.00,568160.00,15163.20,339.15,-37,18272,221.00,273.00,1085536.00,29106.85,2095.52,-37,38368,187.00,128.00
1689.00,[17:48:31.3340399],6108.00,14805.00,569408.00,15224.34,320.92,-37,19056,221.00,273.00,1098080.00,29277.69,2316.22,-37,40240,187.00,128.00
1690.00,[17:48:31.3671414],9192.00,10079.00,571696.00,15202.82,330.07,-37,18720,221.00,273.00,1092064.00,29242.85,2266.49,-37,39808,187.00,128.00
1691.00,[17:48:31.4002430],7660.00,10563.00,570080.00,15200.54,341.34,-37,18784,221.00,273.00,1091712.00,29220.24,2098.14,-37,38832,187.00,128.00
1692.00,[17:48:31.4333445],4429.00,9587.00,566336.00,15186.67,324.75,-37,17952,221.00,273.00,1095872.00,29359.05,2300.09,-37,39248,187.00,128.00
1693.00,[17:48:31.4664461],5446.00,14200.00,568448.00,15216.27,357.92,-37,18464,221.00,273.00,1103584.00,29442.82,2434.11,-37,45392,187.00,128.00
1694.00,[17:48:31.4995476],5611.00,9487.00,567824.00,15194.93,322.15,-37,17312,221.00,273.00,1097136.00,29395.93,2241.10,-37,40576,187.00,128.00
1695.00,[17:48:31.5326492],5769.00,13799.00,569632.00,15239.53,312.54,-37,17952,221.00,273.00,1104096.00,29467.49,2252.47,-37,40640,187.00,128.00
1696.00,[17:48:31.5657507],5644.00,16857.00,567616.00,15188.44,315.63,-37,17456,221.00,273.00,1104688.00,29400.83,2195.27,-37,41472,187.00,128.00
1697.00,[17:48:31.5988523],4918.00,15746.00,567584.00,15207.20,344.06,-37,17808,221.00,273.00,1100096.00,29306.76,2128.07,-37,41344,187.00,128.00
1698.00,[17:48:31.6319539],8713.00,10963.00,570576.00,15185.48,322.74,-37,19056,221.00,273.00,1102208.00,29493.11,2373.96,-37,41888,187.00,128.00
1699.00,[17:48:31.6650554],10682.00,9673.00,573200.00,15203.20,337.71,-37,21920,221.00,273.00,1096720.00,29379.66,2306.32,-37,40064,187.00,128.00
1700.00,[17:48:31.6981570],9681.00,9939.00,572880.00,15221.60,347.63,-37,20384,221.00,273.00,1099600.00,29450.31,2278.39,-37,41264,187.00,128.00
1701.00,[17:48:31.7312586],9741.00,10612.00,573648.00,15240.74,323.27,-37,18176,221.00,273.00,1099536.00,29430.37,2286.21,-37,40416,187.00,128.00
1702.00,[17:48:31.7643602],8708.00,11239.00,572176.00,15228.85,306.01,-37,17696,221.00,273.00,1098848.00,29394.85,2265.26,-37,39680,187.00,128.00
1703.00,[17:48:31.7974618],7209.00,14884.00,569808.00,15205.38,365.31,-37,17616,221.00,273.00,1099104.00,29303.25,2192.34,-37,39792,187.00,128.00
1704.00,[17:48:31.8305634],6823.00,21195.00,568064.00,15168.67,334.79,-37,17808,221.00,273.00,1104064.00,29266.74,2262.35,-37,42432,187.00,128.00
1705.00,[17:48:31.8636650],4748.00,14295.00,566112.00,15172.00,311.93,-37,18080,221.00,273.00,1102592.00,29413.42,2279.15,-37,43616,187.00,128.00
1706.00,[17:48:31.8967666],6350.00,13578.00,569984.00,15233.34,345.88,-37,17536,221.00,273.00,1098336.00,29317.79,2132.21,-37,39408,187.00,128.00
1707.00,[17:48:31.9298682],6840.00,12415.00,569280.00,15201.08,326.80,-37,18656,221.00,273.00,1099600.00,29383.38,2308.53,-37,39408,187.00,128.00
1708.00,[17:48:31.9629698],9083.00,15445.00,572000.00,15213.97,332.71,-37,18368,221.00,273.00,1101840.00,29362.03,2332.08,-37,42064,187.00,128.00
1709.00,[17:48:31.9960714],5766.00,9002.00,567360.00,15178.22,316.78,-37,18208,221.00,273.00,1094432.00,29335.93,2345.84,-37,38736,187.00,128.00
1710.00,[17:48:32.0291701],8394.00,11457.00,571296.00,15213.56,302.61,-37,19200,221.00,273.00,1096688.00,29330.58,2347.30,-37,39712,187.00,128.00
1711.00,[17:48:32.0622717],7995.00,8969.00,571920.00,15241.22,301.65,-37,18688,221.00,273.00,1094784.00,29346.34,2172.23,-37,40448,187.00,128.00
1712.00,[17:48:32.0953733],5943.00,9425.00,568960.00,15216.68,319.26,-37,18400,221.00,273.00,1099648.00,29465.49,2392.29,-37,40576,187.00,128.00
1713.00,[17:48:32.1284749],6916.00,14040.00,569968.00,15217.63,314.71,-37,18192,221.00,273.00,1100576.00,29365.83,2388.29,-37,41040,187.00,128.00
1714.00,[17:48:32.1615765],5262.00,12466.00,567968.00,15208.27,367.43,-37,18320,221.00,273.00,1097248.00,29318.43,2196.94,-37,41888,187.00,128.00
1715.00,[17:48:32.1946782],6480.00,10133.00,570064.00,15232.00,375.84,-37,18656,221.00,273.00,1094816.00,29315.76,2335.57,-37,40128,187.00,128.00
1716.00,[17:48:32.2277798],10364.00,12655.00,570832.00,15147.80,320.29,-37,20336,221.00,273.00,1091504.00,29158.07,2164.69,-37,39792,187.00,128.00
1717.00,[17:48:32.2608814],7535.00,13009.00,569184.00,15179.70,343.36,-37,18736,221.00,273.00,1094432.00,29227.66,2349.85,-37,40640,187.00,128.00
1718.00,[17:48:32.2939829],8505.00,5798.00,569168.00,15153.07,321.00,-37,18480,221.00,273.00,1085616.00,29184.27,2289.20,-37,38720,187.00,128.00
1719.00,[17:48:32.3270845],9249.00,6996.00,568784.00,15122.55,333.44,-37,18736,221.00,273.00,1088976.00,29242.71,2377.41,-37,39920,187.00,128.00
1720.00,[17:48:32.3601861],10182.00,8137.00,570144.00,15134.12,316.53,-37,20288,221.00,273.00,1091040.00,29267.66,2365.39,-37,42160,187.00,128.00
1721.00,[17:48:32.3932877],5773.00,13415.00,568592.00,15211.33,332.74,-37,17728,221.00,273.00,1097824.00,29308.34,2304.84,-37,44848,187.00,128.00
1722.00,[17:48:32.4263893],4942.00,6041.00,567648.00,15208.27,342.05,-37,17952,221.00,273.00,1089072.00,29271.11,2229.78,-37,40256,187.00,128.00
1723.00,[17:48:32.4594908],8033.00,8263.00,569520.00,15175.33,357.09,-37,19808,221.00,273.00,1091728.00,29282.85,2293.42,-37,41200,187.00,128.00
1724.00,[17:48:32.4925924],3948.00,3351.00,565840.00,15186.27,307.37,-37,18080,221.00,273.00,1086832.00,29283.28,2241.21,-37,39840,187.00,128.00
1725.00,[17:48:32.5256940],8149.00,11534.00,572512.00,15253.07,300.66,-37,19552,221.00,273.00,1094128.00,29259.31,2128.68,-37,40752,187.00,128.00
1726.00,[17:48:32.5587955],7196.00,14328.00,569808.00,15205.73,352.66,-37,18144,221.00,273.00,1097344.00,29270.70,2270.68,-37,40272,187.00,128.00
1727.00,[17:48:32.5918971],7453.00,6034.00,569808.00,15198.79,326.98,-37,17984,221.00,273.00,1088416.00,29253.56,2240.28,-37,38720,187.00,128.00
1728.00,[17:48:32.6249986],4821.00,14828.00,568032.00,15221.92,284.64,-37,18448,221.00,273.00,1096528.00,29235.15,2243.54,-37,43296,187.00,128.00
1729.00,[17:48:32.6581002],8196.00,17114.00,572160.00,15242.27,336.23,-37,19232,221.00,273.00,1096896.00,29183.31,2112.97,-37,44416,187.00,128.00
1730.00,[17:48:32.6912017],7661.00,19308.00,570272.00,15205.69,313.70,-37,18720,221.00,273.00,1104208.00,29321.63,2258.40,-37,43072,187.00,128.00
1731.00,[17:48:32.7243032],10071.00,5908.00,573680.00,15232.67,372.26,-37,20384,221.00,273.00,1092880.00,29377.61,2416.98,-37,39408,187.00,128.00
1732.00,[17:48:32.7574047],8426.00,4232.00,571664.00,15222.64,321.63,-37,18768,221.00,273.00,1086624.00,29253.83,2248.77,-37,39584,187.00,128.00
1733.00,[17:48:32.7905063],11718.00,8365.00,575312.00,15232.27,313.70,-37,18624,221.00,273.00,1092096.00,29290.03,2338.57,-37,39472,187.00,128.00
1734.00,[17:48:32.8236078],8180.00,3807.00,571744.00,15231.46,349.97,-37,17728,221.00,273.00,1086896.00,29272.68,2301.25,-37,39808,187.00,128.00
1735.00,[17:48:32.8567093],9430.00,6598.00,572352.00,15214.10,335.32,-37,17408,221.00,273.00,1087856.00,29223.19,2341.10,-37,39776,187.00,128.00
1736.00,[17:48:32.8898108],6089.00,10091.00,570240.00,15247.33,335.67,-37,16928,221.00,273.00,1083984.00,29024.14,2154.75,-37,38896,187.00,128.00
1737.00,[17:48:32.9229123],8190.00,16600.00,571376.00,15221.24,364.37,-37,17984,221.00,273.00,1092096.00,29067.45,2222.69,-37,39664,187.00,128.00
1738.00,[17:48:32.9560138],5603.00,12163.00,568416.00,15211.16,315.17,-37,18176,221.00,273.00,1086608.00,29039.04,2201.40,-37,38832,187.00,128.00
1739.00,[17:48:32.9891153],8799.00,2276.00,571776.00,15215.60,378.53,-37,19072,221.00,273.00,1079040.00,29101.73,2381.46,-37,38224,187.00,128.00
1740.00,[17:48:33.0222135],6574.00,8204.00,569840.00,15223.39,363.19,-37,17584,221.00,273.00,1083440.00,29060.44,2374.41,-37,38016,187.00,128.00
1741.00,[17:48:33.0553150],9390.00,-58.00,572928.00,15230.77,338.44,-37,17296,221.00,273.00,1075696.00,29074.42,2331.46,-37,39760,187.00,128.00
1742.00,[17:48:33.0884165],8343.00,18352.00,570432.00,15191.59,343.03,-37,16960,221.00,273.00,1086928.00,28880.42,1962.57,-37,39104,187.00,128.00
1743.00,[17:48:33.1215179],7642.00,11081.00,568848.00,15167.73,349.90,-37,17584,221.00,273.00,1086128.00,29055.32,2296.68,-37,38896,187.00,128.00
1744.00,[17:48:33.1546194],5526.00,12344.00,567568.00,15190.32,317.64,-37,17200,221.00,273.00,1086864.00,29041.09,2257.78,-37,38944,187.00,128.00
1745.00,[17:48:33.1877209],7671.00,9847.00,568752.00,15164.34,305.43,-37,17168,221.00,273.00,1078608.00,28885.42,2161.01,-37,37968,187.00,128.00
1746.00,[17:48:33.2208223],4962.00,12689.00,568720.00,15236.71,319.26,-37,17584,221.00,273.00,1081472.00,28886.02,2167.65,-37,37648,187.00,128.00
1747.00,[17:48:33.2539238],6917.00,15965.00,568352.00,15173.92,302.09,-37,17408,221.00,273.00,1083872.00,28862.36,2145.20,-37,38368,187.00,128.00
1748.00,[17:48:33.2870252],8113.00,12186.00,571200.00,15218.55,338.29,-37,17280,221.00,273.00,1081616.00,28903.52,2143.37,-37,37936,187.00,128.00
1749.00,[17:48:33.3201267],8527.00,13963.00,569520.00,15161.98,302.36,-37,17440,221.00,273.00,1086848.00,28996.88,2257.63,-37,38672,187.00,128.00
1750.00,[17:48:33.3532281],9574.00,2831.00,571568.00,15189.02,317.40,-37,17344,221.00,273.00,1079440.00,29097.55,2336.23,-37,38432,187.00,128.00
1751.00,[17:48:33.3863296],5135.00,13292.00,566784.00,15179.70,384.20,-37,17920,221.00,273.00,1085824.00,28987.35,2194.44,-37,38448,187.00,128.00
1752.00,[17:48:33.4194310],4116.00,7777.00,568576.00,15255.66,320.13,-37,17600,221.00,273.00,1081488.00,29019.21,2195.75,-37,39232,187.00,128.00
1753.00,[17:48:33.4525325],6885.00,634.00,569952.00,15218.03,322.58,-37,17376,221.00,273.00,1080352.00,29181.58,2345.22,-37,39728,187.00,128.00
1754.00,[17:48:33.4856339],9213.00,10323.00,571392.00,15194.03,333.92,-37,18784,221.00,273.00,1083472.00,29004.03,2270.36,-37,38464,187.00,128.00
1755.00,[17:48:33.5187353],6948.00,3942.00,569408.00,15201.63,342.32,-37,17328,221.00,273.00,1087008.00,29272.07,2452.99,-37,40784,187.00,128.00
1756.00,[17:48:33.5518367],8308.00,9593.00,570432.00,15192.54,290.23,-37,18368,221.00,273.00,1087856.00,29142.24,2393.43,-37,40912,187.00,128.00
1757.00,[17:48:33.5849381],7211.00,17049.00,570144.00,15214.40,357.15,-37,18640,221.00,273.00,1093664.00,29097.71,2169.01,-37,40976,187.00,128.00
1758.00,[17:48:33.6180395],7227.00,16017.00,570624.00,15226.93,323.71,-37,18464,221.00,273.00,1097024.00,29216.41,2304.92,-37,41568,187.00,128.00
1759.00,[17:48:33.6511410],4436.00,12158.00,568992.00,15258.27,335.66,-37,16688,221.00,273.00,1092688.00,29203.53,2328.99,-37,40032,187.00,128.00
1760.00,[17:48:33.6842424],9095.00,5599.00,572032.00,15214.51,337.13,-37,18432,221.00,273.00,1080400.00,29048.68,2271.16,-37,38688,187.00,128.00
1761.00,[17:48:33.7173438],8710.00,5934.00,571216.00,15202.87,293.73,-37,17584,221.00,273.00,1084448.00,29149.02,2314.56,-37,39056,187.00,128.00
1762.00,[17:48:33.7504451],8755.00,8192.00,571632.00,15212.88,345.05,-37,18032,221.00,273.00,1090368.00,29248.00,2331.23,-37,40240,187.00,128.00
1763.00,[17:48:33.7835465],7311.00,1585.00,570288.00,15215.59,302.67,-37,17840,221.00,273.00,1084000.00,29254.45,2340.91,-37,39728,187.00,128.00
1764.00,[17:48:33.8166479],6026.00,4025.00,568784.00,15209.68,337.01,-37,18752,221.00,273.00,1090096.00,29353.28,2450.58,-37,39616,187.00,128.00
1765.00,[17:48:33.8497493],9520.00,10223.00,574208.00,15261.85,333.41,-37,18544,221.00,273.00,1093568.00,29279.59,2372.11,-37,39632,187.00,128.00
1766.00,[17:48:33.8828507],10267.00,12032.00,572896.00,15206.18,319.15,-37,18752,221.00,273.00,1094624.00,29259.25,2394.76,-37,40896,187.00,128.00
1767.00,[17:48:33.9159520],5813.00,11206.00,568720.00,15213.71,350.98,-37,18416,221.00,273.00,1090432.00,29168.27,2272.35,-37,40480,187.00,128.00
1768.00,[17:48:33.9490534],6820.00,10886.00,569200.00,15199.46,346.50,-37,18288,221.00,273.00,1089888.00,29162.22,2402.09,-37,40288,187.00,128.00
1769.00,[17:48:33.9821548],7241.00,8808.00,571392.00,15247.32,315.79,-37,17984,221.00,273.00,1089760.00,29214.92,2274.30,-37,38816,187.00,128.00
1770.00,[17:48:34.0152570],8332.00,4487.00,572080.00,15236.44,322.41,-37,17344,221.00,273.00,1086464.00,29242.62,2363.66,-37,38640,187.00,128.00
1771.00,[17:48:34.0483584],8583.00,10925.00,572448.00,15239.59,347.90,-37,18096,221.00,273.00,1089984.00,29163.76,2178.59,-37,38960,187.00,128.00
1772.00,[17:48:34.0814598],8307.00,15941.00,572304.00,15243.16,348.93,-37,18144,221.00,273.00,1093600.00,29125.93,2224.34,-37,39984,187.00,128.00
1773.00,[17:48:34.1145611],6441.00,12190.00,568000.00,15177.28,330.09,-37,18192,221.00,273.00,1091760.00,29177.57,2218.07,-37,40160,187.00,128.00
1774.00,[17:48:34.1476625],7477.00,11954.00,570384.00,15213.71,318.49,-37,18528,221.00,273.00,1094160.00,29248.81,2440.31,-37,40592,187.00,128.00
1775.00,[17:48:34.1807639],8197.00,12463.00,570672.00,15202.02,324.38,-37,18352,221.00,273.00,1091232.00,29155.93,2398.58,-37,39744,187.00,128.00
1776.00,[17:48:34.2138653],8931.00,7380.00,570784.00,15185.22,307.26,-37,18704,221.00,273.00,1087472.00,29191.66,2443.76,-37,39360,187.00,128.00
1777.00,[17:48:34.2469667],10359.00,8856.00,573296.00,15214.51,321.30,-37,17504,221.00,273.00,1085072.00,29086.92,2356.37,-37,39728,187.00,128.00
1778.00,[17:48:34.2800680],7762.00,8447.00,570624.00,15212.47,354.90,-37,18272,221.00,273.00,1084944.00,29094.51,2284.16,-37,39568,187.00,128.00
1779.00,[17:48:34.3131694],7442.00,9740.00,571344.00,15240.61,326.74,-37,18048,221.00,273.00,1083904.00,29031.46,2316.18,-37,38752,187.00,128.00
1780.00,[17:48:34.3462708],7651.00,7291.00,570432.00,15210.31,321.14,-37,18336,221.00,273.00,1083856.00,29096.34,2274.83,-37,38800,187.00,128.00
1781.00,[17:48:34.3793722],10569.00,3060.00,573104.00,15203.66,272.55,-37,17808,221.00,273.00,1084112.00,29217.61,2488.97,-37,39472,187.00,128.00
1782.00,[17:48:34.4124737],7990.00,2078.00,570320.00,15198.10,305.87,-37,17584,221.00,273.00,1076784.00,29046.10,2309.23,-37,39712,187.00,128.00
1783.00,[17:48:34.4455751],9123.00,7409.00,573344.00,15249.22,333.87,-37,18016,221.00,273.00,1085456.00,29136.41,2246.75,-37,39952,187.00,128.00
1784.00,[17:48:34.4786765],7079.00,6664.00,570016.00,15214.52,346.67,-37,17600,221.00,273.00,1082512.00,29076.97,2108.50,-37,39936,187.00,128.00
1785.00,[17:48:34.5117779],6787.00,10431.00,568784.00,15189.11,363.00,-37,17680,221.00,273.00,1089296.00,29158.51,2234.38,-37,38976,187.00,128.00
1786.00,[17:48:34.5448793],6238.00,8557.00,569200.00,15215.19,311.23,-37,17088,221.00,273.00,1086544.00,29134.78,2310.07,-37,39648,187.00,128.00
1787.00,[17:48:34.5779808],9595.00,2514.00,574192.00,15259.39,338.95,-37,18032,221.00,273.00,1080576.00,29136.81,2402.89,-37,38848,187.00,128.00
1788.00,[17:48:34.6110822],7224.00,2723.00,568736.00,15176.00,309.75,-37,17360,221.00,273.00,1082800.00,29191.26,2467.15,-37,39504,187.00,128.00
1789.00,[17:48:34.6441836],4449.00,6942.00,565600.00,15166.25,369.20,-37,17760,221.00,273.00,1085696.00,29155.53,2341.43,-37,40016,187.00,128.00
1790.00,[17:48:34.6772851],10364.00,21490.00,572448.00,15191.46,318.24,-37,19248,221.00,273.00,1093840.00,28982.43,2184.71,-37,44144,187.00,128.00
1791.00,[17:48:34.7103865],9707.00,11826.00,570160.00,15147.39,311.47,-37,18720,221.00,273.00,1087152.00,29062.86,2420.69,-37,43264,187.00,128.00
1792.00,[17:48:34.7434880],6562.00,13001.00,567344.00,15156.27,285.52,-37,18656,221.00,273.00,1084672.00,28964.07,2204.89,-37,41648,187.00,128.00
1793.00,[17:48:34.7765894],6035.00,8638.00,566624.00,15151.06,331.30,-37,19184,221.00,273.00,1077248.00,28881.36,2177.65,-37,38640,187.00,128.00
1794.00,[17:48:34.8096909],9281.00,589.00,569920.00,15152.40,315.72,-37,19456,221.00,273.00,1078448.00,29131.33,2404.65,-37,37984,187.00,128.00
1795.00,[17:48:34.8427924],5852.00,6461.00,567536.00,15180.64,328.79,-37,17280,221.00,273.00,1080816.00,29036.61,2269.83,-37,37968,187.00,128.00
1796.00,[17:48:34.8758938],8014.00,14545.00,570016.00,15189.24,342.61,-37,18768,221.00,273.00,1083328.00,28886.02,2224.91,-37,39680,187.00,128.00
1797.00,[17:48:34.9089953],8166.00,9907.00,570576.00,15200.27,329.74,-37,19040,221.00,273.00,1080208.00,28927.04,2129.67,-37,38416,187.00,128.00
1798.00,[17:48:34.9420968],10872.00,11900.00,571600.00,15154.82,333.10,-37,18528,221.00,273.00,1087440.00,29068.64,2359.78,-37,42384,187.00,128.00
1799.00,[17:48:34.9751982],9009.00,9259.00,570688.00,15180.50,330.87,-37,18672,221.00,273.00,1080704.00,28957.97,2197.38,-37,37888,187.00,128.00
1800.00,[17:48:35.0083007],7874.00,10893.00,567632.00,15128.61,322.42,-37,17872,221.00,273.00,1084448.00,29014.99,2304.66,-37,40192,187.00,128.00
